3833.110885623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.21035979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.310384248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.410381623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.51034479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.610389582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.710393248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.822674123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833.91376754,0.0,0.2915000021457672,-0.00498199462890625,-0.4596443176269531,0.000667572021484375,0.351898193359375,0.002613067626953125,-0.326324462890625
3834.01400879,-0.010382812470197678,1.5209218263626099,0.031177520751953125,-1.530508041381836,0.04724693298339844,1.0443439483642578,0.019720077514648438,-1.0357608795166016
3834.113277623,-0.09141406416893005,2.293710947036743,0.061763763427734375,-2.1075515747070312,-0.0627441480755806,1.4154396057128906,0.0874481201171875,-1.4275875091552734
3834.213292748,-0.2228984385728836,2.506953239440918,0.11731910705566406,-2.256326675415039,-0.15168191492557526,1.4813194274902344,0.1687164306640625,-1.4880313873291016
3834.322077957,-0.3801015615463257,2.3095781803131104,0.20203781127929688,-2.202117919921875,-0.20008660852909088,1.4020938873291016,0.2590789794921875,-1.4043922424316406
3834.414014582,-0.43306249380111694,2.4561562538146973,0.2691650390625,-2.4934005737304688,-0.24787332117557526,1.5808353424072266,0.3496227264404297,-1.4850330352783203
3834.51328754,-0.5751171708106995,2.994187593460083,0.37837982177734375,-2.962749481201172,-0.28434374928474426,1.8740158081054688,0.45217323303222656,-1.758321762084961
3834.613323748,-0.7084140777587891,3.310593843460083,0.4787464141845703,-3.1528873443603516,-0.3314361870288849,2.00958251953125,0.5535984039306641,-1.892852783203125
3834.713490873,-0.8537421822547913,3.4619531631469727,0.5725994110107422,-3.177764892578125,-0.40309908986091614,2.063650131225586,0.6813564300537109,-1.9686927795410156
3834.813266998,-1.0148359537124634,3.587554693222046,0.6882305145263672,-3.139026641845703,-0.5062199234962463,2.1031246185302734,0.8250656127929688,-2.0525074005126953
3834.915337248,-1.1912578344345093,3.7794687747955322,0.7834529876708984,-3.099071502685547,-0.6248913407325745,2.163351058959961,0.9799098968505859,-2.1958484649658203
3835.019342123,-1.403390645980835,4.202116966247559,0.8667564392089844,-3.088438034057617,-0.727638304233551,2.2397899627685547,1.0967235565185547,-2.360790252685547
3835.11756204,-1.5406328439712524,4.591976642608643,0.9351520538330078,-3.11328125,-0.8241921067237854,2.358264923095703,1.1733760833740234,-2.569103240966797
3835.219232123,-1.6803593635559082,4.651914119720459,1.0134162902832031,-3.2013473510742188,-0.8537197709083557,2.502168655395508,1.2443084716796875,-2.6889591217041016
3835.315869498,-1.77650785446167,4.491468906402588,1.0794029235839844,-3.361865997314453,-0.8950958847999573,2.673473358154297,1.3533477783203125,-2.6220359802246094
3835.418145207,-2.0824921131134033,3.557882785797119,1.1460189819335938,-3.558582305908203,-0.9290562272071838,2.8597373962402344,1.4782028198242188,-2.330413818359375
3835.522228999,-2.294257879257202,2.8861875534057617,1.2273197174072266,-3.8096790313720703,-0.9717350602149963,2.8766708374023438,1.6087532043457031,-1.9516334533691406
